Date;Collectivité;Instance;Numero delib;Titre délib;Rapporteur;ID élu;Elu;FONCTION;Theme déport;DELIB_URL;Observations
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0047;Culture - Action culturelle - Provision Les Rennais prennent l'art - Première attribution de subventions 2026;M. CAREIL;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0068;Aménagement et services urbains, environnement – Politique de la ville – Contrat de ville – Provision pour cofinancement de postes adultes relais – 1ère attribution de subventions 2023 – Renouvellement conventions;Mme ZAMORD;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Désignation de représentants;;Désignation de représentants
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0040;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Versement d'un acompte pour l'année scolaire 2022/2023 – Première attribution de subventions 2023. (DEE);Mme ROUGIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0035;Finances – Attributions des subventions au titre de l'année 2023 - Culture patrimoine et rayonnement - Solidarités et cohésion sociale;Mme NOISETTE;17231-3728;JEANVRAIN Mathieu;Conseiller municipal délégué au Logement;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0053;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le Jeu de Paume"" - Provision Jeu de Paume – Convention pluriannuelle d'objectifs - Première attribution de subvention 2020";M. LE BOUGEANT;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0040;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Versement d'un acompte pour l'année scolaire 2022/2023 – Première attribution de subventions 2023. (DEE);Mme ROUGIER;9725-3728;MARIE Anabel;Conseillère municipale déléguée à l'Europe;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0053;"Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le Jeu de Paume"" - Provision Jeu de Paume – Convention pluriannuelle d'objectifs - Première attribution de subvention 2017";M. LE BOUGEANT;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;7292-3728;SEMERIL Sébastien;9è adjoint délégué à la Communication et à l'événementiel;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;17151-3728;DESMOTS Xavier;19è adjoint délégué à la Démocratie locale et à la participation citoyenne, délégué au Quartier Bréquigny;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0036;Finances – Attributions des subventions au titre de l'année 2023 - Citoyenneté et vie en société -Enfance jeunesse etpolitiques éducatives - Sports et activités physiques-Pilotage de l'action publique - Qualité des espaces publics - Aménagement durable et solidaire;Mme NOISETTE;7313-3728;PELLERIN Isabelle;Conseillère municipale;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-03-13;Ville de Rennes;Conseil Municipal;2023_0058;Administration générale – Désignation de représentants au conseil d'administration du Centre Communal d'Action Sociale – Modification;M. HERVE;17087-3728;DU PLESSIS D'ARGENTRE Laureline;Conseillère municipale;Désignation de représentants;;Désignation de représentants
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0440;Enseignement, formation – Détermination des périmètres des nouvelles écoles publiques rennaises – Appui de l'Audiar – Attribution d'une subvention 2022;ROUGIER Gaelle;17126-3728;CHAPELLON Didier;7è adjoint délégué à la Biodiversité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0327;Culture - Action culturelle – Centre Chorégraphique National de Rennes et de Bretagne (CCNRB) - Convention financière de 2023 à 2026;SEMERIL Sébastien;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0412;Administration générale - Laïcité et relation avec les cultes - Provision Laïcité – Attribution de subventions 2022;BOUKHENOUFA Flavie;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0338;Culture - Action culturelle - Provision Soutien aux projets culturels et à la création – Troisième attribution de subventions 2022;SEMERIL Sébastien;17228-3728;TONON Sélène;Conseillère municipale déléguée aux Musées, à la lecture publique et à la culture ludique;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0444;Sports et jeunesse – Autres actions en faveur de l'enfance – Provision Droits de l'enfant – Deuxième attribution de subventions 2022;ROUGIER Gaelle;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subvention à un organisme privé ou public;;Motif personnel
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17123-3728;BOUKHENOUFA Flavie;10è adjointe déléguée aux Relations internationales, aux relations publiques, aux cultes et à la laïcité et à l'odonymie;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0337;"Culture - Action culturelle - Provision ""Soutien technique manifestations"" – Attribution de subventions 2022";CAREIL Benoît;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0390;Aménagement et services urbains, environnement - ZAC de Beauregard-Quincé – Concession d'aménagement avec la société anonyme d'économie mixte Territoires et Développement – Prolongation de la durée du contrat – Dixième avenant - Approbation;FOUILLERE Christophe;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Concession d'aménagement;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0442;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2022;ROUGIER Gaelle;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0412;Administration générale - Laïcité et relation avec les cultes - Provision Laïcité – Attribution de subventions 2022;BOUKHENOUFA Flavie;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0447;Famille – Accueil de la petite enfance – Espaces-jeux – Attribution de subvention 2022;ROUGIER Gaelle;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0433;SUB CULT SOCIAL;NOISETTE Nadège;17174-3728;AFFILE Gwendoline;Conseillère déléguée à l'Innovation sociale et à l'Accès aux loisirs;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0412;Administration générale - Laïcité et relation avec les cultes - Provision Laïcité – Attribution de subventions 2022;BOUKHENOUFA Flavie;9773-3728;FAUCHEUX Valérie;14è adjointe déléguée aux Mobilités et aux déplacements;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-12-05;Ville de Rennes;Conseil Municipal;2022_0434;SUB AUTRES;NOISETTE Nadège;17127-3728;FOUILLERE Christophe;21è adjoint délégué au vieillissement et au Quartier Villejean-Beauregard;Versement de subvention à un organisme privé ou public;;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0356;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.;MME ROUGIER;9022-3728;CRESSARD Antoine;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529064/7997c61237efddb9054e056807bfa35ecad2b04d0581c3ac548dde2ca4695108.pdf;Motif personnel
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;13950-3728;BOUCHONNET Iris;16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0356;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.;MME ROUGIER;9762-3728;CAREIL Benoît;11è adjoint délégué à la Culture;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529064/7997c61237efddb9054e056807bfa35ecad2b04d0581c3ac548dde2ca4695108.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0356;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.;MME ROUGIER;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529064/7997c61237efddb9054e056807bfa35ecad2b04d0581c3ac548dde2ca4695108.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;17232-3728;ID AHMED Zahra;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0399;Interventions Sociales et Santé – Tranquillité publique, prévention de la délinquance – Provision Action Lieu dédié LVFF (Lutte contre les violences faites aux femmes)/Accès au Droit/Aide aux victimes – Troisième attribution de subventions 2023;MME LETOURNEUX;9760-3728;LAHAIS Tristan;Conseiller municipal;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529133/ac48ac979c634a44e87fcab8043dfe235a93841db9199ce0dbd959cb3bbdca20.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;17197-3728;CASACUBERTA PALMADA Montserrat;Conseillère municipale déléguée aux politiques linguistiques;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0356;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.;MME ROUGIER;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529064/7997c61237efddb9054e056807bfa35ecad2b04d0581c3ac548dde2ca4695108.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0426;Aménagement et services urbains, environnement - ZAC Blosne Est – Centre commercial Torigné – Cession des lots n°10,11,12 et 13 à Territoires Publics.;M LE BOUGEANT;17122-3728;HAKNI-ROBIN Béatrice;18è adjointe déléguée au Quartier Le Blosne;Relations avec les entreprises publiques locales;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/534617/01fcb9cd7762bdaf58fbcd4a785ff5d528f26bbffdc2374cb29dc218c4ba7dae.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;17152-3728;DENIAUD Marion;20è adjointe déléguée au Quartier Maurepas;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Motif personnel
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;7318-3728;LE BOUGEANT Didier;13è adjoint délégué aux Commerces et à l'artisanat, délégué au Quartier Centre;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0356;Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – Troisième attribution de subventions 2023 – Versement du premier acompte année scolaire 2023/2024.;MME ROUGIER;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529064/7997c61237efddb9054e056807bfa35ecad2b04d0581c3ac548dde2ca4695108.pdf;Motif personnel
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0368;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;17234-3728;LEMEILLEUR Claire;Conseillère municipale déléguée au Patrimoine;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528135/2529433aaf63df89a5ac851356eb84523047defb3ab27e4c9a6ce6fc8adf53f9.pdf;Motif personnel
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0366;Culture – Cinémas et autres salles de spectacle – Salles Le Liberté/ L'Étage/Le MusikHALL - Contrat de concession de service public avec Citédia Services – Troisième avenant - Modification des tarifs et prolongation;M SEMERIL;7287-3728;BOURCIER Frédéric;Conseiller municipal délégué aux Sports, délégué au Quartier La Pommeraie;Relations avec les entreprises publiques locales;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/532625/7f5169b35935546f32be0e07d0e9e39fad5b0508cb7011613b7653b4fe89ea6f.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0413;Aménagement et services urbains, environnement - Maison de l'Architecture et des espaces en Bretagne (MAeB) – Convention pluriannuelle de partenariat entre la MAeB, Rennes Métropole et la ville de Rennes 2023-2026.;M THEURIER;7301-3728;HERVE Marc;1er adjoint délégué à l'Urbanisme;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/532736/04cc271666fc4023b563034667eca96284b8244c160a44c549f6962e7c1508ee.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;17124-3728;PAPILLION Cécile;12è adjointe déléguée à l'Insertion et à l'emploi, déléguée au Quartier Jeanne d'Arc, Longs-Champs, Beaulieu;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0399;Interventions Sociales et Santé – Tranquillité publique, prévention de la délinquance – Provision Action Lieu dédié LVFF (Lutte contre les violences faites aux femmes)/Accès au Droit/Aide aux victimes – Troisième attribution de subventions 2023;MME LETOURNEUX;17196-3728;CAROFF-URFER Sandrine;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/529133/ac48ac979c634a44e87fcab8043dfe235a93841db9199ce0dbd959cb3bbdca20.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2023-12-04;Ville de Rennes;Conseil Municipal;2023_0369;Finances - Subventions de fonctionnement au titre de l'année 2024 - Attribution d'acomptes avant vote du budget;M THEURIER;11097-3728;ZAMORD Priscilla;Conseillère municipale;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/528136/44ea8bb641d1ebf6e226f0e6d019c2546ca03f9dd5adddc74765bfddf15be3b4.pdf;Représentant de  VDR ou RM auprès de l'organisme concerné
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0163;Enseignement, formation – Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers – Première attribution de subventions 2022;ROUGIER Gaëlle;17107-3728;TRAVERS David;3è adjoint délégué à la Solidarité;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204988/4328bc3341b47b1f58cc30a86e3824cb49c523255fccd6d3b9732cf6ec6fdc40.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17230-3728;STEPHAN Arnaud;Conseiller municipal délégué à la Petite enfance;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0169;Culture - Action culturelle - Provision aux résidences artistiques - Première attribution de subventions 2022;CAREIL Benoît;9727-3728;PHALIPPOU Catherine;Conseillère municipale déléguée à l'Éducation artistique et à la médiation culturelle;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205041/b59249935e5a44a122eadbe0a1099b1b88dc14d650775256cf0020df2b4629e8.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0179;Sports et jeunesse - Action socio-éducative - Équipement - Provision Équipements de Quartiers - Première attribution de subventions 2022;ANDRO Rozenn +Affilé?;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/205181/af99d2e83bc1bfa48340301cdd6cd514dd35d3d74a0482378fd0110e47fbdeae.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0217;Aménagement et services urbains, environnement - Politique de la Ville – Contrat de Ville - Provision pour diverses actions – Deuxième attribution de subventions 2022;FOUILLERE Christophe;17121-3728;ANDRO Rozenn;6è adjointe déléguée à la Vie associative;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/208778/92e693c8abf2cd1dbfc106d922d357d58dd9f7fc6b74ad3728d4e105c49be09b.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
2022-06-27;Ville de Rennes;Conseil Municipal;2022_0182;"Sport et jeunesse - ""Cet été à Rennes"" - Provision Animations quartiers été 2022 - Provision Animations sportives été 2022 - Première attribution de subventions 2022";SEMERIL Sébastien;7285-3728;NADESAN Yannick;5è adjoint délégué à la Santé;Versement de subvention à un organisme privé ou public;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/204289/78d2526b6f7c8622576b8f071663f6e116edc44188fa2ee4594043d5f3e206b5.pdf;Représentant de  VDR ou RM auprès de l'organisme bénéficiaire
